sample_id,essay1,essay2,label,essay1_id,essay2_id,para1_id,para2_id
1458272,"This is obviously too many to do simply by pen and paper and would probably be a waste of time actually working them all out by hand, as we could probably see the most efficient way of traversing the circuit by drawing a rough diagram (see appendix 1). By just simply using this diagram and by finding the shortest path from one node to another or maybe a slightly longer path but which includes visiting another node on the way, e.g. it is shorter to go straight from London to Cambridge than that via Stansted, however by going via Stansted it means we can then continue straight on from Cambridge, I have found what I believe to be the shortest path without the lengthy use of finding the length of every circuit possible to be: This circuit works out to be 237 miles. We can obviously not guarantee that this is definitely the shortest path as I have not worked out every possible circuit however within the limits I have this would be my most accurate idea of what the shortest circuit could be.","For example: a man is found dead in a park there are two suspects both of which claim to have an alibi which is backed up my others. Would the police be able to quickly and easily access the suspects M4L account in order to build a profile of them, which could include incriminating data. Would the police have to go to court in order to obtain from the suspects their login id and password or could they use their power to go directly to the M4L company and access the suspects account from their. Would the police also have immediate access to the victims M4L account? And if they do, they would obviously have to go straight to the company to gain access, as the whole process of a username and password system would be to keep everything private and not allow others access to it. This moral issue may lead to changes in the law regarding such services which hold such great amounts of data on a person. My main aim in this essay is to discover how the world would need to evolve, from internet security and encryption, to the laws we live by in order to cope with such a powerful collection of data on a person's life.",False,907,2129,35863,35867
1263606,"Competitors reacted to changes in the market place quickly. Finance:Having financial difficulties worldwide because of tough trading conditions. Question 2Using the culture web as a model, identify some of the more important and influential aspects of the M&S culture. The concept of culture web is a representation of the paradigm (taken-for-granted assumptions) of an organisation and the physical manifestations of organizational culture. The cultural web provides wider aspects of the organisation as to give clues about the paradigm and to reinforce the assumptions within the paradigm. It can be used as a way of understanding current organizational culture and desired future culture. The cultural web is a useful way of considering the cultural context for change. The elements of the cultural web are rituals and routines, stories, symbols, power structures, organizational structures and control systems. Rituals and routines------Rituals are about organization events through which the organisation emphasizes what is particularly important. Routines are how members of the organisation behave towards each other and towards those outside the organisation.","Michael et al., 2002 stated that animal protein foods account for 60-70% of the total protein intake in the developed regions. In contrast, plant proteins make up about 60-80% of the total protein intake in developing regions, with cereal being the dominant source. The protein requirement of an individual is defined as the lowest level of dietary protein intake that will balance the losses from the body in persons maintaining energy balance at modest levels of physical activity. In children and pregnant or lactating women, protein requirement is taken to also include the needs associated with the deposited of tissues or the secretion of milk at rates consistent with good health. (Michael et al., 2002) The recommended RNI is 55.5g/day for male adults and 45g/day for female adults. It is important to meet the recommended values to maintain a good health.",True,2499,350,29847,29929
304123,"To ensure its survival and continued success, the realist approach would have to be more flexible in relation to dynamic changes in today's world and pursue the goal of reconciling ""utopia"" and ""reality"", ""power"" and ""morality"" and the interests of both the particular and the universal.","Furthermore, the nature of ethnic conflicts take place within the state, in which homes and families constitute the battlefield hence violence is thus ""privatised"" with more civilians being drawn into conflict; blurring the boundaries between active belligerents and passive victims. Concomitantly, the stereotype of ""aggressive men and pacifist women""  can be transcended. With that, the essay hopes to cover sufficient scope without losing depth by examining three contemporary case studies, namely, the ethnic conflicts in Rwanda, former Yugoslavia and Sri Lanka. Cynthia Cockburn, The Space between Us: Negotiating Gender and National Identities in Conflict (New York: Zed Books Ltd, 1998), p.27. Miranda Alison, ""Women as Agents of Political Violence: Gendering Security"", Security Dialogue, 35 (2004), p. 452. In the case of Rwanda, the ethnic genocide that ruptured in 1994 was a result of conflicts between two dominant ethnic groups; Tutsis and Hutus.",True,19,2247,7316,7500
311925,"More so, the economies of the developing Muslim world are also perceived to be deeply connected to the Western economy and its institutions that this dependency translates into a potential vulnerability. There is often a clash between the financial requirements of the World Bank or International Monetary Fund (IMF) and the socio-economic interests of the Islamic society. Lastly, with a higher number of peacekeeping, military and humanitarian forces in the Middle East, Islamic societies fear more direct intervention by the ""West"" in their internal affairs. Fuller and Lesser, A Sense of Siege: the Geopolitics of Islam and the West, pp. 83. From all these perspectives, ""Islam"" is fundamentally under threat. What appears to be a conflict between ""Islam"" and the external non-Islamic world is above all, a reflection of a conflict within the Islamic world. Essentially, the threat to ""Islam"" is as real as the Islamist threat to the ""West"". Muslim paranoia is indeed growing in conjunction with a Western's paranoia of ""Islam"".","Miranda Alison, ""Wartime Sexual Violence: Women's Human Rights and Questions of Masculinity"", Review of International Studies, 33 (2007), p. 76. Ibid., p. 76. The dominant image of women in the iconography of war has always been that of an ""eternal victim, passive and without agency, an outsider to the battlefront"". While women are primarily victims in wartime atrocities and violence, it is crucial that we acknowledge the complexity and multiplicity of women's experiences in conflicts. In midst of their victimhood, women are often pushed to take on greater roles and responsibilities within the home and beyond. Hence, the crux of the essay is to transcend stereotypes of women's non-agency in wars by adopting a post-modern and social constructivist perspective towards this issue. Rita Manchanda, ""Ambivalent Gains in South Asian Conflicts"", in Sheila Meintjes, Anu Pillay and Meredeth Turshen, eds., The Aftermath: Women in Post Conflict Transformation (New York: Zed Books Ltd, 2001), p. 99.",True,2607,2247,7347,7495
842370,"Although there was a general wave of economic development in Victorian England, this only served to endow the rich with more riches, and to perpetuate poverty and suffering among the poor. It was the beginning of the 19 th century and industrial development was at its peak bringing along with it many socio-economic and demographic changes. Hence as one commentator writes, ""By the mid-nineteenth century, the law was struggling to catch up with a rate of change which was accelerating..."" This meant that the rapid industrialization far exceeded any proposed advancement or reform of law, which necessarily led to a disproportionate legal system. The latter was not adapted to the changes in society and as such could not cope with the amount of litigation put forward in the courts; the Court of Chancery. This dire situation is reflected in Dickens's Bleak House which was an illustration of the injustices, delay and expense of the law in the Court of Chancery. It is apparent in the writings of Bleak House that vehement protestations of the law and personnel involved in the work of Chancery are boldly voiced out by the author.",Nasir has also effectively balanced the discussion of the various state personal codes and legislation without being particularly biased to an individual state. The summary and analysis of the different legislative provisions provided are brief but precise which lends this article a unique dimension. Thus the reader has the invaluable opportunity to examine the various methods and aspects of Islamic dissolution of marriage from the vantage point of different countries. Consequently the reader can compare and evaluate the arguments of both the Sunni and Shia schools of thought. However one of the major limitations of this article is its confusing and rather ineffective organisation in relation to subtopics. Discussion of one state's legislation is contained in the discussion of another. Nevertheless the analysis is readily understandable; effective organisation would provide the much needed clarity and coherence. This article is suitable for readers with a prior knowledge who wish to embark on a more detailed research of dissolution of marriage according to various state legislations. However individuals should be reminded that this article is not up-to-date since it was published in 2002.,True,386,2320,17426,17504
1355129,"The confidence in this result is fairly high with a small range. The colonies in the pour plate method are usually easily distinguishable from one another which makes an accurate count easy. The procedure is quick and easy to perform as just 1ml of each dilution can be put into a plate and then agar can be poured over the top. The major problem with the pour plate method is that the agar has to be liquid when it is poured. For this to be achieved the agar is kept in a water bath at 45°C. This doesn't sound that hot but it is hotter than the optimum temperature of many organisms and although unlike to denature any of them this is possible. This means that the count may be on the low side. The preferred method in many cases is to use the spread plate method. This has all the advantages of a pour plate in that the whole surface of the plate is used for one dilution and unlike with the MPN method, actual colonies may be counted.","Coffee, tea and healthThe antioxidant content of tea, particularly green has become something of a trendy health phenomenon over the past decade. Many green teas are marketed for their health benefits, and the antioxidants and other Phenolic compounds that they contain. On a dry weight basis, the antioxidant potential of some teas were found to be higher than that of the potential for other fruits and vegetables (Prior and Cao, 1999). Other research has gone to show that green tea can have some positive affect in reducing the effects caused by ultra-violet light on the skin (i.e. reducing the affect of skin cancer). It was found that drinking high volumes of green tea, would offer some protection against UV damage (Morley et al, 2005). The claims associated with tea drinking are very important, particularly within the United Kingdom where large volumes are consumed. It should, however, be noted that many of the health benefits have shown to be stronger in green tea and in the UK, it is largely black tea that is drunk.",True,2662,1368,33102,33110
1018510,"The discussion above reveals that this approach has yielded some very successful outcomes and, even in circumstances where the actual legal outcome was not favourable, the strength and authoritative nature of the international human rights regime lends weight to the legitimacy of housing rights in local settings generally. This is particularly enhanced when combined with a complementary social mobilisation movement in relation to the particular issues. Accordingly, housing rights advocates would be wise to consider this as a central strategy, where appropriate in the circumstances, but at the very least, a significant component of their wider housing rights campaigns.","See Harvey, above no 15,26, who notes that ""those who choose to recruit children can often do so with impunity"" due to the low risk of being caught and the difficulties in monitoring recruitment practices during a conflict as a result of the transitory nature of childhood, inadequate birth registration documents and the effects of malnutrition, all of which cause difficulties in determining age. As combatants, child soldiers are subject to the same rules as adult combatants. While adult combatants clearly suffer adverse effects from war, the situation of child soldiers is marked by the characteristics outlined earlier in this report, such as violently forced recruitment (or voluntary recruitment in circumstances that offer little alternative), control through drugs and sexual slavery. Further, children arguably have a reduced ability to remove themselves from a negative army environment and a less developed (when compared to adult combatants) capacity to fend for themselves if they leave dissident army forces, due to the same factors that prompted their involvement in the first place, such as poverty, hunger, displacement from family and home, and a lack of regular structure due to war (for example, closed schools or destroyed infrastructure).",True,988,1217,22463,22513
311925,"Miranda Alison, ""Wartime Sexual Violence: Women's Human Rights and Questions of Masculinity"", Review of International Studies, 33 (2007), p. 76. Ibid., p. 76. The dominant image of women in the iconography of war has always been that of an ""eternal victim, passive and without agency, an outsider to the battlefront"". While women are primarily victims in wartime atrocities and violence, it is crucial that we acknowledge the complexity and multiplicity of women's experiences in conflicts. In midst of their victimhood, women are often pushed to take on greater roles and responsibilities within the home and beyond. Hence, the crux of the essay is to transcend stereotypes of women's non-agency in wars by adopting a post-modern and social constructivist perspective towards this issue. Rita Manchanda, ""Ambivalent Gains in South Asian Conflicts"", in Sheila Meintjes, Anu Pillay and Meredeth Turshen, eds., The Aftermath: Women in Post Conflict Transformation (New York: Zed Books Ltd, 2001), p. 99.","More so, the economies of the developing Muslim world are also perceived to be deeply connected to the Western economy and its institutions that this dependency translates into a potential vulnerability. There is often a clash between the financial requirements of the World Bank or International Monetary Fund (IMF) and the socio-economic interests of the Islamic society. Lastly, with a higher number of peacekeeping, military and humanitarian forces in the Middle East, Islamic societies fear more direct intervention by the ""West"" in their internal affairs. Fuller and Lesser, A Sense of Siege: the Geopolitics of Islam and the West, pp. 83. From all these perspectives, ""Islam"" is fundamentally under threat. What appears to be a conflict between ""Islam"" and the external non-Islamic world is above all, a reflection of a conflict within the Islamic world. Essentially, the threat to ""Islam"" is as real as the Islamist threat to the ""West"". Muslim paranoia is indeed growing in conjunction with a Western's paranoia of ""Islam"".",False,2607,2247,7347,7495
93887,"Perhaps more important than the displacement of Aboriginal peoples was the effect of disease on the indigenous population. N.G. Butlin estimates that disease halved the Aboriginal population between 1788 and 1850. The single most destructive disease was smallpox because it was highly contagious and was able to spread extraordinarily quickly amongst an indigenous population which had very limited resistance. In the accounts of the Wellington Valley Mission there is also a great deal of evidence of sexually transmitted diseases. Watson states, 'The blacks here are inflicted with the venereal in a dreadful manner, children and even infants have it very commonly."" This huge loss of Aboriginal population meant there were far fewer people to convert. Even within the time period of the Wellington Valley Mission it is apparent that there is a decreasing number of potential converts. Watson declares, 'We have lately had 70 natives here, now only about 20."" However, it is important to note that this reduction in numbers may also have been caused by the other factors examined in this essay rather than explained purely by the deaths of Aborigines. N.G.","Native Americans were always likely to come off worst in a traditional European battlefield sense. James H. Merrell, The Indians' New World: Catawbas and Their Neighbours from European Contact through the Era of Removal (North Carolina, 1989), p. 190 Axtell, After Columbus, p. 219 However, far too great an emphasis has been placed on European weaponry and technology in their conquest of North America. Despite great admiration for European technology, Native Americans 'had a terrific superiority complex, not only at first contact but long after'. They preferred their own lifestyle without the many complications that they believed the Europeans brought upon themselves. Natives 'very soon realized that Europeans were... seriously flawed in their character and culture... The idea that the native stood in rapt, prolonged awe of Europeans has been exaggerated'. Despite the psychological advantage of guns, as well as their enormous capacity to inflict injury, they were less reliable in many other aspects. Native American bows were far more accurate and were able to operate in all weather, unlike guns which were rendered useless in rain.",False,526,2023,1993,2036
415757,"For instance, the Ancient ""polis"" is no longer democratic enough for us today and for long time women had not been considered citizens lacking any political rights. The new conditions of our days require that democracy, like politics, be no longer perceived as nationally defined. Held mentions that ""More and more people recognise the need for enhanced political accountability, for transparency and openness of decision-making, in international, social and economic domains"". That is why, the idea of democracy has to be reinvented. This way, cosmopolitan democracy is not optimistic or pessimistic it is a project and a 'position of advocacy'. As one can notice, the EU seems to have attempted a cosmopolitan project of re-invention of democracy at a supra-state level. The second part of the essay will explain how and why can the EU be seen a cosmopolitan democracy. David Held, ""Regulating Globalization"", in David Held and Anthony McGrew (eds. ), The Global Transformations Reader, p. 423. Buzan, Barry, David Held and Anthony McGrew.","Waltz., ""Globalization and Governance"", James Madison Lecture, PS: Political Science and Politics, Vol. 32, No. 4, December 1999, pp. 693-700. In line with the realist outlook, even the so-called altruism of foreign aid (or international assistance) is only the ideological Cold War product of self-interest, which continues to be used in disguise as altruism. In reality, national interest will always prevail. Moreover, unilateral action is back or maybe has always been in fashion. The recent naked display of American unilateral action undermines the respect for international law by creating a precedent of taking the law into its own hands. For instance, Archibugi was criticising the US politics of rejecting an International Criminal Court and preferring ad-hoc military tribunals. The arms of laws and institutions instead of leaders should judge on crimes against humanity. See Daniele Archibugi, ""Terrorism and Cosmopolitanism"", Social Science Research Council website,  URL  accessed 06.01.2004.",True,2676,2207,9892,9936
1202788,"Although it was not possible to eliminate risks, as some risks factors are inherent in rehabilitation (Bernhardt et al, 2006; Gibbon, 2002; Oliver et al, 2004; Snape & Burton, 2002), managing risk is central to the nursing role as it is a nurses responsibility to ensure the safest possible care (NMC, 2006). I had assumed that as fall risk assessment tools offer a formalised framework for calculating risk my decision would have benefited from their use yet as Oliver et al, 2004 and Smith et al, 2006 point out those that exist don't seem to be applicable to the stroke setting and may therefore be inappropriate. There are differing views regarding which factors are predictors for falls (Nyberg, 1997; Oliver et al, 2004; Smith et al, 2006) and although some appear to emerge consistently, Mark had very few of them so would have been considered at low risk. I now see that my decision involved a combination of intuition, analysis and evidence based knowledge and therefore in accordance with decision-making theory.","The combination of increased rigidity and narrowing of blood vessels reduces their capacity to constrict and dilate in response to stimuli and in doing so prolongs the time taken to regain homoeostasis. The physiological affects of aging vary among individuals and do not necessarily reflect chronologic age. Postural hypotension can become problematic with age due to the older persons reduction in residual capacity. Vascular degeneration associated with ageing delays but does not prevent the maintenance of blood pressure. (Gould, 2002). 7. You are reading a biochemistry report for a patient and observe that she is hyponatraemic. Consider three symptoms associated with this and explain the underlying physiological processes. Hyponatraemia is defined as a below normal concentration of sodium (Na+) in the blood. The normal concentration range for serum sodium is 135-145mmol/L, hyponatraemia occurs when concentrations fall to 135mmol/L or below ( URL ).",False,1664,1671,27430,27473
777797,"Conflicts give the president a unique opportunity participate in events that will be remembered for centuries, whilst giving him the chance to appear as a figurehead and claim successes based on human life and liberty whilst in power, though the reality may be completely different. Drolesky, T. ""Believing in all of the wrong things."" URL  Accessed 23 March 2006 (No author given) ""Bush denies Iraq is in civil war."" Due to the combined effects of presidential spin and the ineffectiveness of the media, the detrimental effects of conflicts therefore appear irrelevant when assessing presidents; mere participation in warfare during Presidency ensures perceived success, whether the country benefits or not. The conflict does not even necessarily have to be won; Truman and Clinton, for example, were both disastrous in handling foreign affairs, yet continue to be seen as successful presidents as their characters ensured they were able to put positive spin on negative events. Similar is true of Prime Ministers in England; the Falklands War was quite insignificant when seen against other wars, for example, but was presented as an important conflict and hence had a positive effect on Margaret Thatcher's popularity.","Therefore whilst discrimination was still wide- spread, for minority groups it was an improvement on the preceding era and is an indication that in some areas, the Depression was not as severe as often assumed. McElvaine, Robert S, ""The Great Depression: America 1920- 1941,"" in Encarta. The severity of the Great Depression can be seen in terms of the long- term consequences as well as the immediate effects, giving an indication of its severity. No other depression, for example, has lowered the prestige of liberal democracy, caused a turnaround in economic theory and government policy, and strengthened extremist forces; ultimately leading to the Second World War. Interestingly, however, it was by this very product, with extremist forces in both Germany and Japan, that the Depression ended; ""killing one evil with another""- the Second World War thereby rendered a result as well as a saviour of the Depression. The severity of the long- term consequences it likely to be due to the nature of the Depression; prolonged and widespread, as had never been experienced before or since.",False,1803,2717,16584,16638
817367,"The third and final pulse is 'soft' and so just excites the central transition  FORMULA  to put the coherence in the -1 pathway ready for quadrature detection at during t 2. The experiment is called 'split-t1' as the t 1 period is shared between the triple quantum evolution and single quantum evolution, as shown by the coherence transfer pathway diagram in figure 7. This causes the second order quadrupolar broadening to become refocused at the end of the t 1 period, which not only removes the need for double angle rotation but also avoids the need for additional processing (shearing) that similar pulse sequences have to undergo. This pulse sequence acquires a whole echo and is programmed such that it appears at a fixed position in t 2 [13]. II.3 Raman Spectroscopy TheoryWhen intense, monochromatic, light is incident on a material most of the photons are elastically scattered (Rayleigh scattering) and so have the same energy as the incident photons.","To minimise errors the measurement of the samples were taken as close to each other as possible, with fast switching of the current reversal switch in addition to the swapping of cables coming from the samples. When in the oil, and the potential drops across the Copper samples were all in the same order of magnitude, the dial on the multimeter did not have to be adjusted and the error for these results is ±0.0005 V. For the liquid Nitrogen the potential drop across the pure Copper sample was much smaller than previous results and so the dial was adjusted to gain maximum accuracy. The error for this voltage is ±0.00005 V whereas the doped Copper error remained as before. The error in the resistance of the Germanium is ±500 Ω for the room temperature reading, ±50 Ω for temperatures between 53°C (326°K) and 80°C (353°K) inclusive, ±5 Ω for temperatures at 94°C (367°K) and 130°C (403°K) inclusive, and ±0.5 Ω for the reading at 157°C (430°K).",False,1483,200,17188,17276
1435281,"Flint microdebitage was also discovered in some of the samples. This cannot be assumed a priori to have an anthropogenic origin, given that flint is a naturally occurring material which can appear to be 'worked' but its form may be the result of frost or plough damage. Careful inspection under the microscope revealed that 13 pieces of microdebitage from depth 151-173cm showed some of the typical features of a flint flake such as the striking platform and the point, bulb and ripples of percussion (figures 8 and 9). Depth 177-173cm also yielded 4 possible pieces of worked flint. This suggests a human presence in the area at the time of these deposits which has implications for land use and could be reflected in the molluscan data (Evans 1972: 126) but in this case there is no increase in open country species to suggest land clearance at these depths. Charcoal can also indicate human activity, but like flint can be the result of natural processes. An abundance of charcoal came from depth 151-173cm, and its association with worked flint could infer that the burning was the result of human activity.","Therefore, it would appear that Manning and Hulin have contradicted their own line of argument given that in order to see these acquisitions and trade relations in the archaeological record it is necessary to observe the movement of these objects from one place to another- an investigation which surely requires the knowledge of the origin of products through provenance analysis. Cypriot metalworking played a significant part in trade relations through the introduction of standardised values and weights. The archetypal unit of copper was in ingots shaped like an oxhide, weighing between 25kg and 28kg (Steel 2004: 167) as shown in figure 6. Knapp has argued that copper oxhide ingots along with other bronze and stone weights such as those found at Kalavasos- Ayios Dhimitrios would have ""facilitated long-distance trade, and served to stabilise a system in which politico-economic relations were always changing"" (1997: 159). Such a standardisation of commodities would have made trading overseas easier through the exchange of regulated weights and amounts of produce. The written sources support the standardisation in measurements.",False,924,2438,35397,35421
522688,"He then disregards this as being acceptable by saying that ""Ascetic self denial may be a source of integrity or serenity and spiritual strength, but it is difficult to see how it can be called an enlargement of liberty."" Berlin Four Essays on Liberty p. 139-40. Charles Taylor is another scholar who has found difficulties with the notion of simply using negative liberty as he claims that ""the Hobbesian scheme has no place for the notion of significance. It will allow only for purely quantitative judgements."" His point is that it is not the type of liberty which is important but the significance of what is being done to block someone's liberty. If you did not do this then you could argue that Albania is a freer country than Great Britain because it has fewer traffic lights which stop you driving down the road as you would wish. He also points out that internal barriers create external ones such as depression (a mental barrier) not allowing someone to trek across the Andes (a physical one). Charles Taylor, (1985) Philosophy and the Human Sciences, Philosophical Papers 2. Cambridge: Cambridge University Press.","Becker, Hungry Ghosts. p. 70. It was not simply scientific and economic issues which led to the failure of the GLF but socially the peasants resisted some of Mao's policies. ""Many peasants resisted communal living and the confiscation of private plots"" and this was actually one of the first things that was rectified in the years following the GL where private plots were given back to the farmers. In addition there seems to have been a lack of competent personnel to administer the communes and the size of them proved to be a problem. The existence of communal places to eat, where theoretically one was allowed to eat as much as you liked, meant that none of the excess food was saved and when the leaders demanded sufficient food to feed the cities, neither the people in rural or urban areas had enough to eat. Saich, Governance and Politics. p. 37. Furthermore Mao and the Party began to see the peasants as the enemy and not as a group that desperately needed help and freedom from the restrictions of the GLF.",False,1646,1210,12446,12458
915877,"The rate of interests varies from different banks. There are even many banks would require a greater security against the borrowing, especially for smaller companies. 4.3 Business Angels: Business angels are exactly what they say they are. They are usually groups of wealthy individuals who collaborate together to provide funds for small start-up companies or companies who would need funds for their business development and expansion. For Clayton, this would be an ideal choice as they would not have any pressure on the interest payment. It would be ideal also because they would not have to sacrifice their company rights to the business angels until and otherwise they (Business angels) would like to take part in the company's decision making. 4.4 Incubators: They are especially to support start-up companies in terms of recruitment software services or finance. It is quite similar to a venture capital. This is also a good option for Clayton to consider as another source of finance for their internet expansion. 4.5 Bills of exchange: It usually used for overseas trade, where the time scales are longer than normal trading activities. Business can receive their cash flow earlier than its due date.","URL  URL Question 2: CPA and Gantt chart evaluation Critical path analyses""Critical Path Analyses is a path in the design which must meet certain critical timing requirements in order for the system to function properly."" (Elsevier, 1995)In technical terms, the critical path of a project or a system can be defined as the path in which the ""float"" of all the processes is equal to ""Zero"". A float can be defined as the 'buffer time' available for each task to be completed in a complex project. It is derived once the critical path has been established. Critical path analyses (CPA) is considered to be a very powerful tool to schedule and manage complex projects of varying magnitude and size. CPA has become one of the tools that are most useful in practice and are applied in the planning and control of the realization of complex projects (Chanas et al, 2001). They were actually developed as means to manage and propagate various defense projects way back in the 1950's.",False,702,2726,19121,19233
730154,"Being granted insider status does not necessarily imply direct contact with significant policy-makers, which detracts from its appeal. Axtmann, R. (2003) Understanding Democratic Politics: An Introduction. London: SAGE, p.157 Outsider groups by choice (as opposed to by necessity) are more relevant to this project report as Fathers 4 Justice is found in this category. Outsider groups are excluded from the governmental framework and so are less restricted by the political system. Outsider groups believe their aims cannot be achieved through conventional political means, and therefore have to make a stand in other ways, by ""raising public awareness and support for their positions"" rather than calmly putting forth their arguments. The method most frequently used for persuasion is direct action. Axtmann, Understanding Democratic Politics p.158 Page, E.C, (1999) ""The Insider/Outsider Distinction: An Empirical Investigation"", British Journal of Politics and International Relations Vol.1 p.206 Direct action does not imply violent or illegal activity.","Curtice, J., ""Turnout: Electors Stay Home- Again"", Parliamentary Affairs, p.779 However, the pro-Labour bias of the electoral system, disillusioned Labour supporters, and the diluting of support through the emergence of new parties meant that turnout was unable to rise by more than 2.1%. Another reason given for the decrease in voter turnout over the past elections is the lack of participation by the youngest age group of voters: 18 to 24 year olds, and it is interesting to look at the contrast between the youngest and oldest cohorts of voters. The conventional view is that the young lack an active interest in politics and that they ""are becoming increasingly disengaged from politics and the democratic system"". However, as with the rest of the electorate, perceptions about political involvement depend greatly on how the conception of politics is viewed. In reality, many youths are quite active when it comes to political matters, but not necessarily those regarding traditional party politics. An increased number of people have participated and expressed their views through Non-Governmental Organisations, pressure groups and organised protests.",True,137,1612,15227,15247
985047,"This essay will examine, to what extent the BNP is on the rise and what threat it poses to mainstream British political system and culture. In order to answer these questions the following will be addressed: the history of the Far Right in Britain and the recent electoral successes of the BNP. Before investigating the fortunes of the contemporary Far Right; one must firstly understand the historical development of this movement. Christopher Husbands (1994) argues the Far Right in Britain has never been significantly popular as in the twentieth century it was never electorally successful. This begs the question of why there has never been a mass fascist movement in Britain. Moreover, why has British Far Right politics only ever had a minimal appeal and limited success? The depression in the 1930s caused political chaos and the rise of extremist politics in Europe. However, British fascist leader Oswald Mosley and his party the British Union of Fascists was never able to exploit this socio-economic crisis. However, arguably the depression was never quite as intense in Britain as it was spread over a longer period and Mosley flaws as a leader meant the fascist movement failed in this crisis.","Therefore Phillips emphasis on race is detrimental as these social groupings are interlinked and their effects are interdependent. Both newspapers highlight the race of their spokespeople and identify similar reasons for the underachievement of black boys including peer group pressure, teacher's attitudes and lack of black male role models. However, they do differ in their reporting styles and support for Phillips; The Times sensationalises the proposals and is critical of Phillips where as the Guardian is more in favour of his proposals. Trevor Phillips is alleged to be 'stirring up a hornet's nest... by proposing the ""shock treatment""...' (The Times, 13 th March); this language suggests the proposals are of a radical nature and have caused a major row. In defence of Phillips the Guardian argued that the 'misleading front page splash in the Times' (8 th March 2005) insinuated that Phillips' suggestions were concrete and extreme; when in reality they were tentative ideas.",False,462,1509,21578,21586
427432,"Following the decrease in population around 1445, the average size of farms increased and by 1700, the average farm was 65 acres in 1700 and by 1800 it was 150 acres in the South and 100 acres in the North according to estate surveys. The main economic reason for this was that the larger commercial farms had lower costs per acre than smaller farms, and also larger farms could practice division of labour and economies of scale, enabling them to have larger profits. While this would have mattered little to a subsistence farmer, a landlord would have been concerned provided rent was linked to profit. Hence there was an incentive to increase farm sizes from the landlord's perspective Allen, (2004): p100 Note I have excluded enclosure from this reasoning, as Overton (1996): p174 has shown that there is no discernable link between enclosure and an increase in farm size. The growth in farm size has also been associated with a change in land tenure as the rich sought to take advantage of the increases in rents after the onset of enclosure. According to Chambers, rents doubled on average after enclosure as the enclosed land was more efficient, but Clark claims that the increase was much less, perhaps around 40%.","While conflict can exist, therefore, its origin should not be with management, rather it is the employees who are to blame and this helps to reassure management. As cited in Rose, E (2004:26) The pluralist perspective is more in line with modern society. It sees the organisation as being groups of individuals and that these groups have their own interests and aims, as well as leadership. It is this which gives rise to conflict as these aims and interests often differ, giving rise to tension, much like which occurs between dissenting groups outside the walls of the organisation in society. Furthermore, unlike the unitarist which sees there being only one source of authority and loyalty (that being the management), the pluralist perspective sees a multitude of sources of loyalty and authority in different groups like trade unions. Hence there is a 'constant state of dynamic tension arising from conflicts of interest and loyalty which need to be managed' (Rose, E 2004:27). Therefore, conflict is both rational and inevitable, meaning it is always a consideration in MER. The pluralist manager will recognise that these conflicts can only be solved by the establishment of procedures which lead to compromise.",False,2396,451,10233,10295
257225,"To abnegate moral responsibility is unthinkable, for the consequences of such a course of action are visibly enacted upon Ian. Yet it is because of this that Kane can also be labelled a 'realist', though not in the conventional sense. Though she shares none of realism's formal properties, she does possess a similar desire to hold the mirror up to her audiences. In perceiving Blasted's characters, the public are witnessing fractured elements of themselves. Blasted cannot be fully divorced from reality because it relies on the fundamental assumption that an audience will recognise the action on stage as real and desire it changed. Kane is forcing her audience to ""face up to reality"" whilst depicting events through a structure that is bewildering in its lack of meaning. Such presentation serves to quicken the audience's realisation that the play's amoral action must be stopped. Kane's emphasis on an illusory image which the audience must recognise as themselves has led some European critics to regard her notions of reality as Lacanian.","Fragments of the fifth stanza also closely resemble: ""They urge him on like dogs and show fair play He beats and scarcely wounded goes away"" (ll.57-58)""He licks the patting hand and trys to play And never tries to bite or run away"" (ll.65-66)There is a transformation, however, that occurs between these reflected lines. Once we return to the themes of play and departure discussed at the start of the stanza, it is clear that the badger has changed. He no longer fights, he shows affection to his masters. He no longer leaves, instead ""he scorns to fly"" (l.59). Similarly, in the previous example the captured badger is presented as distinct from the dogs that hound him. The baited badger, no longer wild and unruly, ""follows like a dog."" The emphasis here has shifted: the badger is not pursued by dogs unwillingly, he himself obediently tags behind.",False,1683,1435,6571,6587
